3.216667,0.123457,-0.000000,-0.000000,1.088874,-1.856412,1.022731,-0.233664,0.019322,-0.347769,-0.000000,0.000000,2.576958,-2.967165,1.298995,-0.258039,0.019673,0.395358,0.000000,-0.000000,0.089642,-0.067071,0.019973,-0.002474,0.000086,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
3.216667,-0.170340,1.135833,0.144835,-0.114480,-0.606728,0.377032,-0.076767,0.005205,-0.642092,-0.306717,0.891294,0.757118,-0.966596,0.342807,-0.056659,0.004109,0.642394,0.099878,-0.002190,-0.031237,0.043181,-0.022744,0.005335,-0.000466,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.216667,-0.437379,1.300277,1.218166,-0.508507,-0.761851,0.475017,-0.095247,0.006542,-0.760091,-1.463702,1.009892,1.470371,-1.129173,0.242606,-0.012753,-0.000710,0.939841,0.097250,0.002057,-0.025189,0.029989,-0.014615,0.003238,-0.000270,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.216667,-0.751936,0.127690,1.468877,-0.048422,-0.673803,0.278981,-0.040211,0.001887,-0.080858,-1.646393,0.226060,0.892824,-0.133070,-0.152550,0.050627,-0.004371,1.237468,0.093578,0.002853,-0.008324,0.008197,-0.003933,0.000924,-0.000085,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.216667,-0.638407,-0.748754,1.092423,0.450740,-0.698613,0.258231,-0.045653,0.003584,0.403938,-1.138493,-0.500820,0.718156,-0.071248,-0.026564,-0.003964,0.001739,1.536539,0.093382,-0.005020,-0.011496,0.028425,-0.019382,0.005383,-0.000533,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.216667,-0.407602,-1.045354,0.622658,1.221439,-1.660148,0.847973,-0.198524,0.017594,0.492660,-0.476941,-0.622239,0.931658,-0.354972,0.013691,0.016607,-0.002428,1.835689,0.105326,-0.010039,-0.064056,0.043014,-0.010754,0.000957,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000
2.033333,0.449787,-0.000000,-0.000000,0.002422,-0.003515,0.001695,-0.000273,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.849829,0.000000,-0.000000,-4.834323,10.602111,-8.919081,3.353072,-0.471782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.033333,0.449965,0.000726,0.001448,-0.000877,-0.000875,-0.000359,0.000785,-0.000197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.611683,0.118766,-0.897234,-5.849017,12.095657,-8.927754,2.938175,-0.364552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.033333,0.449817,0.002000,0.001910,-0.008519,0.001858,0.005952,-0.003995,0.000723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.691110,0.009195,0.222251,-0.679828,0.804455,-0.466859,0.133324,-0.015027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,0.454361,-0.000000,0.000000,-2.006641,2.380875,-1.188551,0.300242,-0.031680,0.080982,0.000000,-0.000000,4.270741,-7.641301,5.120784,-1.539776,0.175442,0.699731,-0.000000,0.000000,0.004357,-0.006266,0.002825,-0.000334,-0.000028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-0.200711,0.818871,0.410592,-0.823867,0.381597,-0.224706,0.100652,-0.015575,-0.392377,-0.482383,0.596812,1.539514,-2.240513,1.281989,-0.368749,0.043058,0.700202,0.001688,-0.001893,-0.010911,0.020758,-0.013678,0.003882,-0.000402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-0.338872,-0.552928,0.686249,0.144286,-0.174723,0.223327,-0.178332,0.038199,0.297894,-0.717521,-0.611642,0.985418,-0.533090,0.159004,0.013669,-0.012363,0.699707,-0.001331,0.003017,0.007425,-0.017984,0.012963,-0.003902,0.000423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-0.078823,-1.637935,-0.325206,3.789946,-4.086474,2.316769,-0.693536,0.082585,0.499949,1.021897,-1.948869,-3.916993,7.449421,-4.723981,1.373209,-0.154601,0.700482,0.001021,-0.004344,-0.007303,0.024251,-0.020701,0.007283,-0.000927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,0.752002,0.145895,-1.563735,0.535284,-0.429146,0.574506,-0.234808,0.030032,-0.110239,1.543225,0.388507,-2.079797,1.509767,-0.740801,0.236895,-0.030962,0.699829,0.001023,0.002089,-0.010906,0.013509,-0.007221,0.001737,-0.000150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-0.284349,1.357831,0.514113,-0.782356,-0.281220,0.259922,-0.031273,-0.002617,-0.697996,-0.546573,1.411370,0.118293,-0.191766,-0.182487,0.099096,-0.012029,0.699853,-0.000275,0.002639,0.006500,-0.026805,0.027657,-0.011425,0.001668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-0.593451,-0.876019,1.123695,0.320378,0.255974,-0.672099,0.284166,-0.037107,0.452900,-1.188235,-0.824939,0.970847,-0.341836,0.392878,-0.223736,0.037331,0.699116,-0.004187,0.013832,0.064709,-0.196336,0.184226,-0.072083,0.010140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,0.600609,-0.838555,-1.184974,0.013856,0.951437,-0.293461,-0.032712,0.014487,0.443468,1.085592,-0.690526,0.435347,-2.209099,1.924431,-0.612772,0.068370,0.695574,-0.026042,0.055430,0.329126,-0.588771,0.379738,-0.109446,0.011906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,0.346307,1.600742,-0.686597,-0.672198,-0.486373,0.771715,-0.264082,0.029177,-0.830230,0.677362,1.560256,-0.277426,-0.769186,0.286224,-0.005569,-0.005450,0.750107,0.003085,-0.009283,0.009285,-0.005643,0.003421,-0.001460,0.000242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-0.891838,0.219246,1.716884,0.015077,-0.900793,0.317029,-0.024841,-0.001006,-0.118474,-1.752179,0.242318,1.122140,-0.097894,-0.224661,0.048017,0.000580,0.749672,-0.001584,0.004306,0.017413,-0.049067,0.043184,-0.016008,0.002150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,0.114215,-1.756313,-0.128610,1.421092,0.234523,-0.951621,0.397082,-0.050743,0.887038,0.218641,-1.567358,0.411294,0.692303,-0.487662,0.114082,-0.008740,0.749594,-0.005169,0.002648,0.049437,0.417529,-0.527388,0.201230,-0.024655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-0.471792,-0.731802,-0.591255,0.259401,0.546936,-0.352360,0.071506,-0.004645,0.001193,-0.004028,-0.031416,0.129432,-0.178293,0.114308,-0.034844,0.004082,0.505437,-0.553600,0.490905,0.829644,-0.875381,0.346079,-0.076765,0.008171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-0.522855,0.818695,-0.524989,-0.521894,0.086494,0.229177,-0.100063,0.012170,0.000172,-0.003826,-0.003404,0.041278,-0.064981,0.042511,-0.012712,0.001436,1.134995,-0.442460,-0.677999,0.343164,0.240442,-0.156009,0.028995,-0.002138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-1.276164,0.302962,0.953274,-0.025023,-0.833431,0.545107,-0.156974,0.018920,0.000357,0.000298,-0.004449,0.001960,0.007554,-0.008883,0.003530,-0.000481,0.932477,0.762085,-0.306778,-0.714416,0.783025,-0.535489,0.213262,-0.032215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.266667,-0.840629,-1.030710,0.190946,1.343614,-2.061495,1.750533,-0.710251,0.104725,-0.000097,0.000761,0.000989,-0.007896,0.011815,-0.007676,0.002326,-0.000269,0.413169,0.136510,0.576231,-1.218540,3.028841,-2.956625,1.165547,-0.161436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
